,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1030,Poland,POL,1/16/2021,457303.0,457303.0,,20340.0,36754.0,1.21,1.21,,971.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
1031,Portugal,PRT,1/16/2021,,,,,6571.0,,,,644.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
1032,Romania,ROU,1/16/2021,196090.0,196090.0,,12421.0,13398.0,1.02,1.02,,696.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
1033,Saudi Arabia,SAU,1/16/2021,,,,,16843.0,,,,484.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
1034,Serbia,SRB,1/16/2021,,,,,2687.0,,,,395.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
1035,Seychelles,SYC,1/16/2021,7000.0,7000.0,,3000.0,1000.0,7.12,7.12,,10169.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
1036,Singapore,SGP,1/16/2021,,,,,4864.0,,,,831.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
1037,Slovakia,SVK,1/16/2021,62580.0,62580.0,,1208.0,5757.0,1.15,1.15,,1054.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1038,Slovenia,SVN,1/16/2021,47369.0,47369.0,,323.0,2646.0,2.28,2.28,,1273.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1039,Spain,ESP,1/16/2021,,,,,70181.0,,,,1501.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
1040,Sweden,SWE,1/16/2021,,,,,9229.0,,,,914.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
1041,Switzerland,CHE,1/16/2021,,,,,4657.0,,,,538.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
1042,Turkey,TUR,1/16/2021,676903.0,,,60251.0,225634.0,0.8,,,2675.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
1043,United Arab Emirates,ARE,1/16/2021,1797926.0,1547926.0,250000.0,131939.0,111082.0,18.18,15.65,2.53,11231.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
1044,UK,GBR,1/16/2021,4286830.0,3837094.0,449736.0,280390.0,255974.0,6.31,5.65,0.66,3771.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1045,USA,USA,1/16/2021,,,,,811670.0,,,,2427.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
1046,Argentina,ARG,1/17/2021,,,,,12624.0,,,,279.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
1047,Austria,AUT,1/17/2021,55450.0,55450.0,,5048.0,6952.0,0.62,0.62,,772.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
1048,Bahrain,BHR,1/17/2021,141563.0,141563.0,,4404.0,7473.0,8.32,8.32,,4392.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
1049,Belgium,BEL,1/17/2021,120541.0,120541.0,,3131.0,13358.0,1.04,1.04,,1153.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
1050,Bermuda,BMU,1/17/2021,,,,,264.0,,,,4239.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
1051,Brazil,BRA,1/17/2021,112.0,112.0,,112.0,112.0,0.0,0.0,,1.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
1052,Bulgaria,BGR,1/17/2021,18453.0,18453.0,,121.0,662.0,0.27,0.27,,95.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1053,Canada,CAN,1/17/2021,,,,,23831.0,,,,631.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
1054,Cayman Islands,CYM,1/17/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
1055,Chile,CHL,1/17/2021,21972.0,13781.0,8191.0,35.0,1291.0,0.11,0.07,0.04,68.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
1056,China,CHN,1/17/2021,,,,,515306.0,,,,358.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
1057,Costa Rica,CRI,1/17/2021,,,,,1973.0,,,,387.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
1058,Croatia,HRV,1/17/2021,,,,,2510.0,,,,611.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
1059,Cyprus,CYP,1/17/2021,,,,,891.0,,,,1017.0,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
1060,Czech Republic,CZE,1/17/2021,120821.0,120200.0,621.0,3038.0,10175.0,1.13,1.12,0.01,950.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1061,Denmark,DNK,1/17/2021,173531.0,172793.0,738.0,3266.0,7824.0,3.0,2.98,0.01,1351.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
1062,Estonia,EST,1/17/2021,18179.0,,,220.0,1061.0,1.37,,,800.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
1063,Finland,FIN,1/17/2021,,,,,5369.0,,,,969.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1064,France,FRA,1/17/2021,391910.0,391910.0,,9584.0,42897.0,0.58,0.58,,632.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1065,Germany,DEU,1/17/2021,1191479.0,1176871.0,14608.0,44829.0,77214.0,1.42,1.4,0.02,922.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1066,Gibraltar,GIB,1/17/2021,5847.0,5847.0,,0.0,775.0,17.35,17.35,,23003.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
1067,Greece,GRC,1/17/2021,,,,,5500.0,,,,528.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1068,Hungary,HUN,1/17/2021,123188.0,,,3244.0,7455.0,1.28,,,772.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
1069,Iceland,ISL,1/17/2021,,,,,63.0,,,,185.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1070,India,IND,1/17/2021,224301.0,,,33120.0,112150.0,0.02,,,81.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
1071,Indonesia,IDN,1/17/2021,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1072,Ireland,IRL,1/17/2021,94000.0,,,,7714.0,1.9,,,1562.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
1073,Israel,ISR,1/17/2021,2495648.0,2167368.0,328280.0,150644.0,85564.0,28.83,25.04,3.79,9885.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
1074,Italy,ITA,1/17/2021,1196653.0,1193853.0,2800.0,35847.0,75854.0,1.98,1.97,0.0,1255.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
1075,Kuwait,KWT,1/17/2021,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
1076,Latvia,LVA,1/17/2021,15945.0,,,117.0,1281.0,0.85,,,679.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
1077,Lithuania,LTU,1/17/2021,52006.0,50918.0,1088.0,1130.0,4073.0,1.91,1.87,0.04,1496.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
1078,Luxembourg,LUX,1/17/2021,3755.0,3755.0,,,268.0,0.6,0.6,,428.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
1079,Malta,MLT,1/17/2021,11705.0,,,,1036.0,2.65,,,2346.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1080,Mexico,MEX,1/17/2021,472142.0,468708.0,3434.0,8896.0,55835.0,0.37,0.36,0.0,433.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
1081,Monaco,MCO,1/17/2021,,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
1082,Netherlands,NLD,1/17/2021,77000.0,,,,6143.0,0.45,,,359.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
1083,Northern Cyprus,,1/17/2021,,,,,994.0,,,,2601.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
1084,Northern Ireland,,1/17/2021,146733.0,125717.0,21016.0,6172.0,7826.0,7.75,6.64,1.11,4133.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1085,Norway,NOR,1/17/2021,51295.0,51290.0,5.0,349.0,4038.0,0.95,0.95,0.0,745.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
1086,Oman,OMN,1/17/2021,25446.0,24773.0,673.0,673.0,1363.0,0.5,0.49,0.01,267.0,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
1087,Poland,POL,1/17/2021,469466.0,468795.0,671.0,12163.0,38059.0,1.24,1.24,0.0,1006.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
1088,Portugal,PRT,1/17/2021,,,,,8000.0,,,,785.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
1089,Romania,ROU,1/17/2021,205060.0,204185.0,875.0,8970.0,13824.0,1.07,1.06,0.0,719.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
1090,Saudi Arabia,SAU,1/17/2021,295530.0,,,,18187.0,0.85,,,522.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
1091,Serbia,SRB,1/17/2021,,,,,3153.0,,,,463.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
1092,Seychelles,SYC,1/17/2021,,,,,1118.0,,,,11369.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
1093,Singapore,SGP,1/17/2021,,,,,4950.0,,,,846.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
1094,Slovakia,SVK,1/17/2021,62634.0,62634.0,,54.0,5330.0,1.15,1.15,,976.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1095,Slovenia,SVN,1/17/2021,47373.0,47373.0,,4.0,2646.0,2.28,2.28,,1273.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1096,Spain,ESP,1/17/2021,,,,,70223.0,,,,1502.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
1097,Sweden,SWE,1/17/2021,115607.0,115476.0,131.0,,10009.0,1.14,1.14,0.0,991.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
1098,Switzerland,CHE,1/17/2021,,,,,5486.0,,,,634.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
1099,Turkey,TUR,1/17/2021,706451.0,,,29548.0,176613.0,0.84,,,2094.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
1100,United Arab Emirates,ARE,1/17/2021,1882778.0,1632778.0,250000.0,84852.0,113744.0,19.04,16.51,2.53,11500.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
1101,UK,GBR,1/17/2021,4514802.0,4062501.0,452301.0,227972.0,262404.0,6.65,5.98,0.67,3865.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1102,USA,USA,1/17/2021,,,,,824632.0,,,,2466.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
1103,Argentina,ARG,1/18/2021,,,,,12278.0,,,,272.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
1104,Austria,AUT,1/18/2021,61012.0,60708.0,304.0,5562.0,7065.0,0.68,0.67,0.0,784.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
1105,Bahrain,BHR,1/18/2021,142831.0,142831.0,,1268.0,7176.0,8.39,8.39,,4217.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
1106,Belgium,BEL,1/18/2021,130715.0,130606.0,109.0,10174.0,14035.0,1.13,1.13,0.0,1211.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
1107,Bermuda,BMU,1/18/2021,,,,,250.0,,,,4015.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
1108,Brazil,BRA,1/18/2021,1109.0,1109.0,,997.0,554.0,0.0,0.0,,3.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
1109,Bulgaria,BGR,1/18/2021,19638.0,18524.0,1114.0,1185.0,782.0,0.28,0.27,0.02,113.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1110,Canada,CAN,1/18/2021,422864.0,,,,24963.0,1.12,,,661.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
1111,Cayman Islands,CYM,1/18/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
1112,Chile,CHL,1/18/2021,32385.0,24025.0,8360.0,10413.0,2699.0,0.17,0.13,0.04,141.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
1113,China,CHN,1/18/2021,,,,,581633.0,,,,404.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
1114,Costa Rica,CRI,1/18/2021,29389.0,29257.0,132.0,,1880.0,0.58,0.57,0.0,369.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
1115,Croatia,HRV,1/18/2021,,,,,2747.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
1116,Cyprus,CYP,1/18/2021,,,,,917.0,,,,1047.0,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
1117,Czech Republic,CZE,1/18/2021,134489.0,132096.0,2393.0,13668.0,10738.0,1.26,1.23,0.02,1003.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1118,Denmark,DNK,1/18/2021,179564.0,176665.0,2899.0,6033.0,8592.0,3.1,3.05,0.05,1483.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
1119,Estonia,EST,1/18/2021,18275.0,,,96.0,1043.0,1.38,,,786.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
1120,Finland,FIN,1/18/2021,54568.0,,,,5767.0,0.98,,,1041.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1121,France,FRA,1/18/2021,468073.0,468073.0,,76163.0,48952.0,0.69,0.69,,722.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1122,Germany,DEU,1/18/2021,1265619.0,1234551.0,31068.0,74140.0,78427.0,1.51,1.47,0.04,936.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1123,Gibraltar,GIB,1/18/2021,6435.0,6435.0,,588.0,713.0,19.1,19.1,,21163.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
1124,Greece,GRC,1/18/2021,85898.0,85475.0,423.0,,5122.0,0.82,0.82,0.0,491.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1125,Hungary,HUN,1/18/2021,131332.0,129689.0,1643.0,8144.0,7536.0,1.36,1.34,0.02,780.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
1126,Iceland,ISL,1/18/2021,,,,,63.0,,,,185.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1127,India,IND,1/18/2021,454049.0,,,229748.0,151350.0,0.03,,,110.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
1128,Indonesia,IDN,1/18/2021,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1129,Ireland,IRL,1/18/2021,,,,,7267.0,,,,1472.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
1130,Israel,ISR,1/18/2021,2682608.0,2236582.0,446026.0,186960.0,106650.0,30.99,25.84,5.15,12322.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
1131,Italy,ITA,1/18/2021,1238061.0,1230868.0,7193.0,41408.0,70304.0,2.05,2.04,0.01,1163.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
1132,Kuwait,KWT,1/18/2021,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
1133,Latvia,LVA,1/18/2021,16788.0,,,843.0,1206.0,0.89,,,639.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
1134,Lithuania,LTU,1/18/2021,56501.0,53742.0,2759.0,4495.0,4400.0,2.08,1.97,0.1,1616.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
1135,Luxembourg,LUX,1/18/2021,4569.0,4569.0,,814.0,375.0,0.73,0.73,,599.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
1136,Malta,MLT,1/18/2021,13002.0,,,1297.0,1162.0,2.94,,,2632.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1137,Mexico,MEX,1/18/2021,492529.0,485983.0,6546.0,20387.0,57924.0,0.38,0.38,0.01,449.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
1138,Monaco,MCO,1/18/2021,2400.0,,,,126.0,6.12,,,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
1139,Netherlands,NLD,1/18/2021,,,,,7024.0,,,,410.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
1140,Northern Cyprus,,1/18/2021,,,,,994.0,,,,2601.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
1141,Northern Ireland,,1/18/2021,154436.0,132857.0,21579.0,7703.0,7852.0,8.16,7.02,1.14,4146.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
